timestamp,volume,close
1420209000,2708700000,2058.199951171875
1420468200,3799120000,2020.5799560546875
1420554600,4460110000,2002.6099853515625
1420641000,3805480000,2025.9000244140625
1420727400,3934010000,2062.139892578125
1420813800,3364140000,2044.81005859375
1421073000,3456460000,2028.260009765625
1421159400,4107300000,2023.030029296875
1421245800,4378680000,2011.27001953125
1421332200,4276720000,1992.6700439453125
1421418600,4056410000,2019.4200439453125
1421764200,3944340000,2022.550048828125
1421850600,3730070000,2032.1199951171875
1421937000,4176050000,2063.14990234375
1422023400,3573560000,2051.820068359375
1422282600,3465760000,2057.090087890625
1422369000,3329810000,2029.550048828125
1422455400,4067530000,2002.1600341796875
1422541800,4127140000,2021.25
1422628200,4568650000,1994.989990234375
1422887400,4008330000,2020.8499755859375
1422973800,4615900000,2050.030029296875
1423060200,4141920000,2041.510009765625
1423146600,3821990000,2062.52001953125
1423233000,4232970000,2055.469970703125
1423492200,3549540000,2046.739990234375
1423578600,3669850000,2068.590087890625
1423665000,3596860000,2068.530029296875
1423751400,3788350000,2088.47998046875
1423837800,3527450000,2096.989990234375
1424183400,3361750000,2100.340087890625
1424269800,3370020000,2099.679931640625
1424356200,3247100000,2097.449951171875
1424442600,3281600000,2110.300048828125
1424701800,3093680000,2109.659912109375
1424788200,3199840000,2115.47998046875
1424874600,3312340000,2113.860107421875
1424961000,3408690000,2110.739990234375
1425047400,3547380000,2104.5
1425306600,3409490000,2117.389892578125
1425393000,3262300000,2107.780029296875
1425479400,3421110000,2098.530029296875
1425565800,3103030000,2101.0400390625
1425652200,3853570000,2071.260009765625
1425907800,3349090000,2079.429931640625
1425994200,3668900000,2044.1600341796875
1426080600,3406570000,2040.239990234375
1426167000,3405860000,2065.949951171875
1426253400,3498560000,2053.39990234375
1426512600,3295600000,2081.18994140625
1426599000,3221840000,2074.280029296875
1426685400,4128210000,2099.5
1426771800,3305220000,2089.27001953125
1426858200,5554120000,2108.10009765625
1427117400,3267960000,2104.419921875
1427203800,3189820000,2091.5
1427290200,3521140000,2061.050048828125
1427376600,3510670000,2056.14990234375
1427463000,3008550000,2061.02001953125
1427722200,2917690000,2086.239990234375
1427808600,3376550000,2067.889892578125
1427895000,3543270000,2059.68994140625
1427981400,3095960000,2066.9599609375
1428327000,3302970000,2080.6201171875
1428413400,3065510000,2076.330078125
1428499800,3265330000,2081.89990234375
1428586200,3172360000,2091.179931640625
1428672600,3156200000,2102.06005859375
1428931800,2908420000,2092.429931640625
1429018200,3301270000,2095.840087890625
1429104600,4013760000,2106.6298828125
1429191000,3434120000,2104.989990234375
1429277400,3627600000,2081.179931640625
1429536600,3000160000,2100.39990234375
1429623000,3243410000,2097.2900390625
1429709400,3348480000,2107.9599609375
1429795800,3636670000,2112.929931640625
1429882200,3375780000,2117.68994140625
1430141400,3438750000,2108.919921875
1430227800,3546270000,2114.760009765625
1430314200,4074970000,2106.85009765625
1430400600,4509680000,2085.510009765625
1430487000,3379390000,2108.2900390625
1430746200,3091580000,2114.489990234375
1430832600,3793950000,2089.4599609375
1430919000,3792210000,2080.14990234375
1431005400,3676640000,2088.0
1431091800,3399440000,2116.10009765625
1431351000,2992670000,2105.330078125
1431437400,3139520000,2099.1201171875
1431523800,3374260000,2098.47998046875
1431610200,3225740000,2121.10009765625
1431696600,3092080000,2122.72998046875
1431955800,2888190000,2129.199951171875
1432042200,3296030000,2127.830078125
1432128600,3025880000,2125.85009765625
1432215000,3070460000,2130.820068359375
1432301400,2571860000,2126.06005859375
1432647000,3342130000,2104.199951171875
1432733400,3127960000,2123.47998046875
1432819800,2980350000,2120.7900390625
1432906200,3927390000,2107.389892578125
1433165400,3011710000,2111.72998046875
1433251800,3049350000,2109.60009765625
1433338200,3099980000,2114.070068359375
1433424600,3200050000,2095.840087890625
1433511000,3243690000,2092.830078125
1433770200,2917150000,2079.280029296875
1433856600,3034580000,2080.14990234375
1433943000,3414320000,2105.199951171875
1434029400,3128600000,2108.860107421875
1434115800,2719400000,2094.110107421875
1434375000,3061570000,2084.429931640625
1434461400,2919900000,2096.2900390625
1434547800,3222240000,2100.43994140625
1434634200,3520360000,2121.239990234375
1434720600,4449810000,2109.989990234375
1434979800,3030020000,2122.85009765625
1435066200,3091190000,2124.199951171875
1435152600,3102480000,2108.580078125
1435239000,3214610000,2102.31005859375
1435325400,5025470000,2101.489990234375
1435584600,3678960000,2057.639892578125
1435671000,4078540000,2063.110107421875
1435757400,3727260000,2077.419921875
1435843800,2996540000,2076.780029296875
1436189400,3486360000,2068.760009765625
1436275800,4458660000,2081.340087890625
1436362200,3608780000,2046.6800537109375
1436448600,3446810000,2051.31005859375
1436535000,3065070000,2076.6201171875
1436794200,3096730000,2099.60009765625
1436880600,3002120000,2108.949951171875
1436967000,3261810000,2107.39990234375
1437053400,3227080000,2124.2900390625
1437139800,3362750000,2126.639892578125
1437399000,3245870000,2128.280029296875
1437485400,3343690000,2119.2099609375
1437571800,3694070000,2114.14990234375
1437658200,3772810000,2102.14990234375
1437744600,3870040000,2079.64990234375
1438003800,3836750000,2067.639892578125
1438090200,4117740000,2093.25
1438176600,4038900000,2108.570068359375
1438263000,3579410000,2108.6298828125
1438349400,3681340000,2103.840087890625
1438608600,3476770000,2098.0400390625
1438695000,3546710000,2093.320068359375
1438781400,3968680000,2099.840087890625
1438867800,4246570000,2083.56005859375
1438954200,3602320000,2077.570068359375
1439213400,3514460000,2104.179931640625
1439299800,3708880000,2084.070068359375
1439386200,4269130000,2086.050048828125
1439472600,3221300000,2083.389892578125
1439559000,2795590000,2091.5400390625
1439818200,2867690000,2102.43994140625
1439904600,2949990000,2096.919921875
1439991000,3512920000,2079.610107421875
1440077400,3922470000,2035.72998046875
1440163800,5018240000,1970.8900146484375
1440423000,6612690000,1893.2099609375
1440509400,5183560000,1867.6099853515625
1440595800,5338250000,1940.510009765625
1440682200,5006390000,1987.6600341796875
1440768600,3949080000,1988.8699951171875
1441027800,3915100000,1972.1800537109375
1441114200,4371850000,1913.8499755859375
1441200600,3742620000,1948.8599853515625
1441287000,3520700000,1951.1300048828125
1441373400,3167090000,1921.219970703125
1441719000,3548650000,1969.4100341796875
1441805400,3652120000,1942.0400390625
1441891800,3626320000,1952.2900390625
1441978200,3218590000,1961.050048828125
1442237400,3000200000,1953.030029296875
1442323800,3239860000,1978.0899658203125
1442410200,3630680000,1995.31005859375
1442496600,4183790000,1990.199951171875
1442583000,6021240000,1958.030029296875
1442842200,3269350000,1966.969970703125
1442928600,3808260000,1942.739990234375
1443015000,3190530000,1938.760009765625
1443101400,4091530000,1932.239990234375
1443187800,3721870000,1931.3399658203125
1443447000,4326660000,1881.77001953125
1443533400,4132390000,1884.0899658203125
1443619800,4525070000,1920.030029296875
1443706200,3983600000,1923.8199462890625
1443792600,4378570000,1951.3599853515625
1444051800,4334490000,1987.050048828125
1444138200,4202400000,1979.9200439453125
1444224600,4666470000,1995.8299560546875
